id,title,funding_organization,maximum_monetary_value,desired_amount,application_date,deadline,status
GR-E347301-ES1,"Exclusive real-time focus group","Estrada, Crawford and Parker Trust",75394.54,45875.95,2023-12-21,2024-08-24,Denied
GR-E347885-RO6,"Exclusive solution-oriented hub","Rollins, Haney and Montes Trust",74924.71,66786.00,2022-08-26,2024-05-29,Pending
GR-E354158-DE8,"Ergonomic background implementation","Delgado-Wilson Fund",11062.62,8247.15,2022-10-28,2024-08-03,Pending
GR-E355091-HA8,"Extended client-driven flexibility","Hammond, Coleman and Smith Fund",35550.29,31989.52,2022-05-18,2025-01-09,Approved
GR-E371171-CO2,"Exclusive eco-centric initiative","Cochran, Watts and Scott Institute",76618.78,56227.34,2023-03-22,2024-04-21,Denied
GR-E371233-HI7,"Enhanced homogeneous challenge","Hill Inc Trust",43108.52,31083.13,2023-11-07,2024-10-26,Approved
GR-E377563-WI9,"Enterprise-wide logistical toolset","Williams Ltd Foundation",34097.06,25372.63,2022-12-29,2024-12-24,Denied
GR-E377922-WI5,"Expanded even-keeled throughput","Wilson, Reese and Morris Federation",67105.02,44112.52,2022-07-05,2024-05-19,Pending
GR-E384081-SN3,"Enhanced local groupware","Snyder, Berry and Webb Institute",54083.77,30536.11,2023-02-03,2024-08-12,Pending
GR-E391565-AL8,"Ergonomic incremental flexibility","Allen-Henderson Endowment",69888.39,50669.57,2023-05-08,2024-06-22,Approved
GR-E394986-CA3,"Enterprise-wide logistical open system","Casey, Conway and White Institute",28797.70,16525.86,2022-09-13,2024-09-13,Denied
GR-E416531-RO6,"Ergonomic zero tolerance pricing structure","Roberts and Sons Council",40507.66,30268.44,2023-05-16,2024-06-24,Pending
GR-E420836-KI7,"Enhanced attitude-oriented model","King and Sons Foundation",19939.61,14877.37,2022-04-27,2024-07-17,Pending
GR-E437700-CH6,"Exclusive zero tolerance policy","Chavez Inc Foundation",93106.37,73772.06,2024-02-26,2024-06-16,Approved
GR-E456390-LE8,"Expanded optimizing algorithm","Lee LLC Foundation",57743.47,44957.07,2022-11-28,2024-08-10,Denied
GR-E458117-CH4,"Enhanced high-level customer loyalty","Chang-Cox Foundation",21101.19,14706.16,2022-10-04,2024-04-10,Pending
GR-E475539-RI4,"Expanded static encryption","Richard PLC Council",24878.74,19474.56,2023-02-24,2024-04-27,Pending
GR-E485193-TR5,"Enhanced transitional workforce","Tran-Garner Fund",19788.11,13738.94,2022-08-25,2024-05-26,Approved
GR-E511668-DE8,"Enhanced exuding functionalities","Decker-Sims Endowment",21605.65,14417.16,2023-01-08,2024-05-30,Pending
GR-E516807-CO5,"Exclusive empowering data-warehouse","Combs-Singleton Council",45960.54,36907.05,2023-06-15,2024-07-03,Denied
GR-E517327-RO0,"Exclusive fresh-thinking standardization","Rodriguez, Stanley and Haley Endowment",76158.85,59215.73,2024-03-20,2024-12-10,Pending
GR-E520013-OR8,"Ergonomic non-volatile database","Ortiz LLC Endowment",11019.53,9478.45,2022-10-28,2024-09-10,Denied
GR-E523395-SM0,"Enterprise-wide exuding service-desk","Smith, Wiley and Lewis Foundation",94163.02,78334.81,2023-02-20,2024-11-04,Approved
GR-E527649-BR0,"Extended cohesive capability","Bray Inc Federation",16360.36,11836.81,2023-05-20,2024-04-26,Approved
GR-E542207-MI8,"Enhanced tangible flexibility","Miller, Taylor and Hart Endowment",72559.97,50167.39,2023-01-18,2024-04-21,Denied
GR-E550234-JO3,"Ergonomic human-resource algorithm","Johnson, Martin and Henderson Foundation",54412.72,27421.02,2022-12-23,2025-02-27,Approved
GR-E551305-ES8,"Extended analyzing orchestration","Espinoza-Wallace Foundation",98713.44,88426.87,2023-02-28,2024-04-08,Denied
GR-E566466-LE6,"Expanded zero-defect project","Lee LLC Fund",42520.48,25934.62,2023-05-26,2024-05-18,Denied
GR-E574417-WO6,"Expanded discrete policy","Wolfe-Arnold Council",72379.01,57969.37,2022-06-16,2024-12-18,Approved
GR-E580154-HA2,"Enterprise-wide scalable analyzer","Hall-Davis Federation",14344.22,11172.17,2023-01-02,2024-08-26,Denied
GR-E586830-DE5,"Exclusive executive Graphic Interface","Delacruz-Bolton Institute",60276.97,36571.32,2022-08-25,2025-01-11,Denied
GR-E595375-JO6,"Enterprise-wide national orchestration","Jones-Reeves Foundation",79772.97,61116.24,2022-05-06,2025-01-21,Approved
GR-E601920-LE2,"Enterprise-wide object-oriented ability","Le, Wong and Williams Council",15077.08,12835.95,2022-09-22,2025-01-23,Denied
GR-E627964-HU8,"Extended logistical orchestration","Huber LLC Endowment",36175.73,27816.72,2023-06-28,2024-09-20,Approved
GR-E643432-FL4,"Exclusive analyzing superstructure","Fletcher, Dillon and Smith Foundation",98070.74,65966.23,2023-02-04,2024-05-21,Pending
GR-E657722-LE0,"Extended homogeneous service-desk","Lee, Whitney and Guerra Council",53293.71,29967.37,2024-03-10,2024-05-15,Pending
GR-E675086-TH3,"Extended mission-critical structure","Thomas-Grimes Endowment",64371.61,52222.38,2022-04-23,2024-11-11,Pending
GR-E676432-PH6,"Extended leadingedge software","Phillips-Huber Foundation",61488.96,49947.78,2023-12-16,2024-11-22,Denied
GR-E691129-DU2,"Ergonomic analyzing interface","Dunlap-Anderson Endowment",83037.38,73894.72,2022-05-22,2024-04-29,Denied
GR-E691585-KE8,"Enhanced responsive standardization","Keith-Christian Council",81662.04,53645.42,2023-12-18,2025-01-28,Denied
GR-E695106-CA0,"Exclusive executive policy","Carpenter-Clayton Endowment",87830.60,69003.82,2022-08-10,2024-10-02,Denied
GR-E701710-MC1,"Expanded neutral conglomeration","Mcclure Group Institute",99698.12,63045.79,2023-02-11,2025-03-07,Denied
GR-E705666-PA6,"Extended empowering access","Parker-Baker Council",26661.73,20517.44,2024-01-26,2024-06-22,Approved
GR-E707764-KE6,"Enterprise-wide methodical knowledgebase","Kelly PLC Endowment",25922.51,20928.48,2023-06-16,2025-02-05,Approved
GR-E711972-CA3,"Enhanced optimizing projection","Carlson, Conrad and Delgado Foundation",82276.90,69836.13,2023-03-13,2025-03-15,Pending
GR-E714296-MC7,"Enhanced client-server pricing structure","Mcdowell PLC Trust",66288.21,46805.80,2022-06-07,2024-09-22,Pending
GR-E718434-RE1,"Ergonomic grid-enabled moratorium","Reid, Castro and Pierce Fund",91265.03,71057.63,2023-02-21,2024-05-28,Denied
GR-E728754-GO1,"Enterprise-wide composite methodology","Gordon-Perez Foundation",81436.32,69662.48,2023-09-01,2024-06-01,Pending
GR-E731818-KN0,"Extended 24/7 capacity","Knox, Bowman and Ewing Institute",95237.34,80926.07,2022-06-30,2024-06-20,Approved
GR-E738533-BR6,"Exclusive optimizing data-warehouse","Briggs and Sons Endowment",30121.51,19349.84,2022-12-26,2024-08-16,Denied
GR-E749358-TU2,"Enhanced bi-directional budgetary management","Turner, Peterson and Martinez Endowment",91679.27,78174.37,2022-07-12,2024-09-21,Denied
GR-E759680-KE8,"Extended client-driven approach","Kelly, Knight and Johnson Fund",78984.12,48132.28,2023-10-28,2024-07-04,Pending
GR-E764379-BI1,"Extended grid-enabled parallelism","Bishop LLC Council",32734.74,22820.95,2022-04-21,2024-09-21,Approved
GR-E769797-ME2,"Ergonomic background neural-net","Mendoza Inc Trust",82873.75,52266.43,2022-11-02,2024-08-24,Pending
GR-E772289-HO0,"Exclusive non-volatile product","Hooper Group Trust",28472.19,16454.23,2022-08-20,2024-06-17,Denied
GR-E773009-WA1,"Ergonomic incremental info-mediaries","Walker and Sons Federation",68431.65,49495.73,2023-03-21,2024-06-11,Denied
GR-E774701-RO1,"Enterprise-wide composite info-mediaries","Rose Inc Federation",25678.53,15965.35,2023-11-21,2024-10-17,Approved
GR-E777007-MI9,"Ergonomic exuding software","Miller, Cantu and Stevens Council",64252.46,43489.63,2022-11-19,2024-11-22,Pending
GR-E779548-GO7,"Expanded needs-based infrastructure","Gomez-Brown Council",19285.81,17015.14,2022-08-27,2024-11-22,Denied
GR-E801106-PO3,"Ergonomic incremental support","Powell Group Federation",58077.21,38840.64,2022-12-13,2024-08-09,Approved
GR-E808919-SH9,"Extended incremental Graphic Interface","Sherman Group Endowment",70068.73,58099.12,2022-06-09,2024-11-01,Denied
GR-E835583-PH3,"Exclusive reciprocal extranet","Phelps, Yoder and Martin Fund",39474.71,25560.21,2022-06-03,2024-12-14,Pending
GR-E844142-AN8,"Expanded motivating middleware","Anthony-Everett Institute",18203.98,12205.56,2023-11-08,2024-08-20,Approved
GR-E848511-FL4,"Expanded neutral utilization","Floyd PLC Fund",21688.84,12701.89,2023-09-14,2025-03-25,Approved
GR-E874292-PO7,"Ergonomic 6thgeneration architecture","Porter-Flynn Institute",59655.23,42044.88,2023-01-27,2024-07-15,Approved
GR-E881822-KE5,"Expanded global synergy","Keith, Brown and Moyer Institute",68370.96,55093.14,2022-06-25,2025-01-31,Pending
GR-E887802-SM8,"Exclusive stable website","Smith Group Federation",13553.82,8252.23,2023-11-28,2024-06-02,Approved
GR-E887968-HU9,"Ergonomic executive help-desk","Hurley, Bell and Fernandez Council",37490.32,32041.58,2023-08-19,2024-05-18,Denied
GR-E891475-WI1,"Enterprise-wide methodical system engine","Williams-Green Federation",36414.76,22409.65,2023-07-21,2024-12-16,Approved
GR-E899126-CO5,"Exclusive content-based standardization","Cooper Ltd Foundation",98135.93,82804.48,2023-04-25,2024-05-15,Denied
GR-E900893-CO5,"Enhanced modular knowledge user","Cooper-Riley Foundation",37425.89,28225.63,2023-05-05,2024-10-16,Denied
GR-E907727-SM5,"Enterprise-wide composite Graphic Interface","Smith-Barker Federation",94443.72,67348.22,2024-01-25,2024-12-20,Approved
GR-E909417-SU3,"Enterprise-wide holistic knowledgebase","Sullivan-Guerrero Trust",22997.96,18492.43,2023-06-23,2024-07-09,Approved
GR-E929203-MC8,"Ergonomic attitude-oriented attitude","Mcpherson, Burton and Davenport Council",12443.26,6547.96,2023-05-18,2024-11-12,Denied
GR-E931146-TH7,"Extended impactful contingency","Thompson-West Foundation",58770.53,33547.35,2023-12-17,2024-08-10,Approved
GR-E940329-ST6,"Enhanced heuristic artificial intelligence","Stokes, Kirby and Carter Endowment",17418.10,9251.41,2023-09-26,2024-07-15,Denied
GR-E941629-SI4,"Ergonomic content-based project","Simmons and Sons Institute",81541.57,47414.33,2024-03-04,2024-08-20,Denied
GR-E945603-MA5,"Extended systematic open system","Maxwell, Hines and Henry Trust",55353.74,49782.08,2022-11-15,2024-11-05,Denied
GR-E946031-HA7,"Exclusive cohesive middleware","Hartman-Miller Fund",78011.81,61287.43,2022-11-27,2024-09-20,Approved
GR-E947833-SI6,"Extended global ability","Simmons-Underwood Council",10552.47,5873.67,2024-03-26,2024-09-11,Pending
GR-E949314-ST2,"Ergonomic disintermediate orchestration","Stokes-Taylor Federation",75548.33,53551.57,2023-11-12,2024-03-31,Approved
GR-E958869-RU5,"Extended regional adapter","Ruiz-Pena Foundation",39163.50,28633.93,2023-08-25,2024-08-03,Pending
GR-E968678-MO9,"Extended national archive","Molina, Bradshaw and Allen Federation",17962.14,9470.15,2023-10-29,2024-05-18,Approved
GR-E968819-MO8,"Enterprise-wide interactive functionalities","Mooney Group Institute",75397.30,45724.92,2023-08-18,2025-03-17,Approved
GR-E971404-VA3,"Exclusive web-enabled knowledgebase","Vazquez-Lester Council",22229.74,18920.97,2022-08-03,2024-04-01,Approved
GR-E978458-WI6,"Expanded multimedia throughput","Williams PLC Council",64542.30,51823.14,2023-04-16,2025-02-09,Approved
GR-F122588-RE9,"Fully-configurable radical contingency","Reeves-Wagner Institute",24716.10,18257.43,2023-06-09,2024-05-25,Pending
GR-F151437-SM5,"Function-based incremental project","Smith-Bradshaw Trust",75208.41,52676.12,2022-09-25,2024-03-31,Approved
GR-F156518-NE7,"Front-line eco-centric knowledgebase","Nelson and Sons Federation",41849.14,29765.40,2023-09-27,2025-02-18,Pending
GR-F158121-HI9,"Face-to-face reciprocal functionalities","Hill, Santana and Campbell Endowment",24327.86,21883.77,2023-04-29,2024-07-21,Denied
GR-F167858-WA6,"Fully-configurable holistic model","Wagner, Farmer and Rocha Federation",21941.98,17907.10,2023-04-06,2024-12-09,Denied
GR-F167885-SM6,"Front-line multimedia portal","Smith, Benjamin and Morales Foundation",93517.74,61142.88,2023-09-26,2025-03-02,Denied
GR-F168991-RE8,"Front-line high-level budgetary management","Reeves-Leach Federation",16656.42,13161.09,2023-10-08,2024-10-18,Denied
GR-F171583-HU3,"Face-to-face systematic time-frame","Hughes LLC Federation",51116.82,28799.90,2022-10-23,2025-02-19,Denied
GR-F173001-BO7,"Fully-configurable actuating focus group","Boyd, Olson and Spencer Council",77032.18,40718.59,2023-10-17,2024-09-10,Pending
GR-F173901-RE4,"Fundamental stable product","Reese-Cortez Endowment",47929.70,30753.90,2023-11-04,2025-02-24,Pending
GR-F179779-LE2,"Future-proofed hybrid function","Leonard-Huang Council",21550.45,17208.36,2023-03-22,2025-02-03,Pending
GR-F181231-RA7,"Function-based multi-state moratorium","Ramos, Howe and Morris Foundation",40608.89,26517.69,2023-12-17,2024-07-11,Approved
GR-F184583-AD4,"Face-to-face grid-enabled orchestration","Adkins, Stanton and Watson Federation",32787.51,26276.05,2022-10-24,2024-11-02,Denied
GR-F208957-JA8,"Focused real-time moderator","Jackson, Collier and Evans Endowment",34436.84,30261.79,2024-03-18,2024-09-24,Pending
GR-F218193-FI2,"Face-to-face high-level leverage","Fisher-Hawkins Endowment",17637.51,9914.84,2023-07-12,2024-10-16,Denied
GR-F226323-MA0,"Face-to-face 24/7 function","Marshall-Bryant Foundation",34770.70,20098.33,2023-04-30,2024-06-20,Approved
GR-F228360-DU6,"Fundamental neutral paradigm","Durham and Sons Endowment",25562.94,13019.18,2022-12-26,2024-07-30,Denied
GR-F230707-WI5,"Focused homogeneous function","Wilson, Bauer and Bowers Federation",78128.36,39407.67,2023-12-05,2025-02-26,Approved
GR-F253347-MO5,"Focused heuristic superstructure","Morris, Allison and Hardin Endowment",28625.59,24578.23,2024-02-15,2025-03-11,Denied
GR-F258458-PA0,"Face-to-face executive intranet","Park LLC Endowment",92269.06,58051.94,2024-01-20,2025-02-24,Approved
GR-F264582-WA9,"Fundamental leadingedge website","Waters, Perkins and Clements Federation",39138.43,27925.05,2022-10-09,2024-06-11,Approved
GR-F269097-JA4,"Function-based attitude-oriented orchestration","James-Lee Institute",56813.10,39728.99,2023-08-14,2025-01-01,Denied
GR-F271049-PA6,"Focused system-worthy challenge","Patterson-Kirby Institute",72768.93,45154.47,2024-02-06,2025-03-12,Denied
GR-F283210-BU2,"Focused actuating infrastructure","Buck Ltd Institute",36405.22,29486.97,2023-12-12,2024-12-30,Denied
GR-F287230-BR9,"Fully-configurable client-driven system engine","Briggs, Green and Stafford Fund",73572.74,63463.62,2024-01-29,2024-07-30,Denied
GR-F297141-VA8,"Function-based client-driven strategy","Vazquez, Hendrix and Randall Trust",62608.87,45349.27,2022-12-18,2024-05-25,Approved
GR-F312337-SI4,"Fully-configurable even-keeled moratorium","Simmons, Williams and Brooks Foundation",25484.41,21944.45,2023-08-04,2024-10-23,Approved
GR-F316231-BR0,"Face-to-face incremental projection","Bradley, Berry and Michael Trust",70840.05,55203.26,2022-09-20,2024-09-25,Pending
GR-F319311-LO2,"Fundamental 24/7 neural-net","Long Inc Institute",26487.60,20783.98,2023-01-12,2024-12-19,Denied
GR-F329395-HO0,"Front-line cohesive interface","Hoffman and Sons Endowment",38425.59,23355.27,2022-12-30,2024-11-08,Pending
GR-F338552-YO1,"Function-based executive collaboration","Young and Sons Endowment",79634.76,47997.53,2023-05-31,2024-07-21,Approved
GR-F338809-HE9,"Future-proofed bi-directional extranet","Herrera-Brown Council",46917.18,34058.67,2024-02-19,2024-10-21,Pending
GR-F353192-BA9,"Fundamental zero-defect parallelism","Baker LLC Institute",88520.75,66542.98,2023-04-29,2024-12-28,Denied
GR-F353301-SM3,"Front-line discrete challenge","Smith, Nguyen and Smith Trust",24090.82,13482.36,2023-06-23,2024-06-03,Denied
GR-F353475-CO0,"Fundamental coherent challenge","Coffey-Hughes Endowment",48874.62,32946.49,2023-01-30,2024-07-23,Approved
GR-F354286-JO2,"Front-line mission-critical toolset","Jordan-Lawson Federation",77674.50,57353.05,2022-04-12,2024-10-03,Approved
GR-F387891-HA2,"Focused mission-critical artificial intelligence","Haynes-Bradshaw Trust",95424.54,75689.80,2023-08-02,2024-04-03,Denied
GR-F395224-CR9,"Future-proofed tangible methodology","Craig-Schmidt Institute",44703.12,23678.69,2022-11-29,2025-02-01,Approved
GR-F402092-EL1,"Face-to-face mobile policy","Elliott-Ayers Trust",46511.68,34167.87,2023-08-11,2024-05-13,Pending
GR-F410671-GR4,"Front-line grid-enabled core","Greer Inc Federation",20673.85,15611.22,2022-10-04,2024-07-16,Approved
GR-F417022-TH4,"Fully-configurable upward-trending frame","Thomas Inc Council",26919.90,19343.50,2022-04-04,2025-03-19,Denied
GR-F422191-BE3,"Future-proofed composite parallelism","Bean-Mercado Trust",80829.48,68026.39,2023-03-13,2025-01-30,Denied
GR-F439978-RO3,"Future-proofed zero administration secured line","Robinson LLC Federation",80689.26,58662.69,2022-09-03,2024-08-01,Approved
GR-F441402-BR8,"Future-proofed 24/7 projection","Brown-Peterson Trust",54579.22,35477.32,2022-03-28,2024-12-15,Denied
GR-F441678-LI6,"Face-to-face didactic pricing structure","Lindsey-Watkins Council",92582.37,72427.78,2023-10-16,2025-01-28,Pending
GR-F448287-CO5,"Face-to-face zero administration application","Cox, Ford and Taylor Federation",39295.37,24423.10,2023-06-05,2024-09-16,Denied
GR-F449533-BR4,"Function-based web-enabled info-mediaries","Brown-Carpenter Institute",75656.96,47589.85,2022-06-24,2024-10-09,Denied
GR-F452097-HE4,"Face-to-face optimizing implementation","Hernandez, Ritter and Hill Foundation",94299.94,60242.48,2022-12-24,2024-12-12,Denied
GR-F456537-ES0,"Fully-configurable zero administration Graphic Interface","Esparza, Wolfe and Sutton Fund",17923.53,12992.20,2022-04-20,2025-03-19,Approved
GR-F462428-PA2,"Fundamental asymmetric budgetary management","Page-Reid Institute",38786.99,22424.71,2023-09-22,2024-05-17,Approved
GR-F465025-WE2,"Face-to-face demand-driven infrastructure","Webster LLC Council",40796.56,26767.54,2022-10-12,2024-08-03,Pending
GR-F467006-BA7,"Face-to-face content-based interface","Baker, Gonzalez and Parker Federation",95192.58,54565.96,2023-04-07,2024-08-04,Pending
GR-F484172-SP9,"Focused uniform throughput","Sparks LLC Council",17634.77,12736.65,2023-11-19,2025-03-20,Approved
GR-F487169-MC7,"Function-based dedicated product","Mccann-Williams Trust",45053.44,25217.17,2023-06-27,2024-07-05,Denied
GR-F500252-BR6,"Function-based impactful functionalities","Brooks, Wagner and Case Fund",19620.55,15499.34,2023-02-26,2025-01-22,Approved
GR-F503149-HA2,"Future-proofed neutral capability","Harris, Murphy and Cook Institute",22122.68,16364.31,2023-10-22,2025-03-24,Approved
GR-F503645-BR8,"Front-line zero-defect solution","Brennan, Rocha and Jordan Foundation",76925.31,66880.26,2022-11-18,2024-07-10,Pending
GR-F510886-WA8,"Fully-configurable directional time-frame","Walsh, Kramer and Soto Trust",83638.09,42581.92,2022-12-08,2024-06-11,Denied
GR-F525839-ES0,"Focused homogeneous orchestration","Esparza-Lewis Council",38298.69,20531.95,2023-09-20,2024-06-01,Approved
GR-F526585-PE4,"Function-based analyzing secured line","Pennington, Park and Dickerson Trust",22942.16,14231.63,2023-05-04,2024-07-31,Denied
GR-F540052-RA6,"Fundamental 3rdgeneration ability","Randall LLC Endowment",13022.95,8803.95,2022-09-26,2024-10-04,Pending
GR-F541000-JO5,"Face-to-face grid-enabled process improvement","Johnston-Lee Institute",13985.75,7962.06,2024-03-05,2024-11-12,Denied
GR-F541975-LE4,"Future-proofed fresh-thinking open system","Lee Group Foundation",57018.59,44817.33,2023-12-04,2025-01-17,Pending
GR-F546343-FL8,"Function-based leadingedge collaboration","Flores and Sons Fund",22498.75,13906.95,2023-05-08,2024-06-03,Pending
GR-F556958-NE7,"Future-proofed transitional circuit","Nelson, Smith and Edwards Foundation",45597.40,37274.39,2022-05-17,2024-11-07,Approved
GR-F564593-MC3,"Fundamental tangible leverage","Mcdaniel-Walker Council",18636.42,12072.72,2024-03-03,2024-11-17,Pending
GR-F564994-TA5,"Function-based responsive Graphic Interface","Taylor, Frank and Delgado Council",49322.51,28557.31,2023-12-25,2025-01-03,Denied
GR-F565239-LE1,"Function-based national paradigm","Lewis-Gonzales Trust",95562.25,49204.54,2022-06-21,2024-11-08,Approved
GR-F574191-TH4,"Future-proofed optimal collaboration","Thomas-Flores Council",72620.41,57342.37,2023-06-14,2024-12-23,Denied
GR-F582001-ST4,"Focused responsive policy","Stewart PLC Trust",60106.25,52431.69,2024-01-14,2024-07-06,Approved
GR-F583703-RE5,"Function-based impactful moratorium","Reynolds LLC Fund",52127.00,32961.09,2022-06-05,2024-03-30,Approved
GR-F585489-PA6,"Face-to-face reciprocal application","Parks, Allen and Bryan Council",99330.33,50804.85,2022-05-06,2024-11-24,Approved
GR-F587550-MO1,"Face-to-face asymmetric protocol","Morgan-Hoover Trust",32367.55,17107.23,2023-02-11,2025-03-24,Pending
GR-F589132-KR5,"Face-to-face bifurcated archive","Krause-Camacho Fund",78957.22,52388.49,2023-04-15,2024-11-11,Approved
GR-F601472-WA3,"Function-based homogeneous definition","Wall, Allen and Andrade Endowment",31523.62,16979.51,2023-03-23,2024-09-05,Denied
GR-F613726-WI1,"Face-to-face 6thgeneration challenge","Wilkerson Group Fund",64935.86,57060.90,2022-11-11,2024-07-26,Approved
GR-F619910-DU2,"Future-proofed client-server alliance","Durham-Moon Federation",63592.88,38314.94,2024-01-22,2025-01-17,Approved
GR-F622524-MO6,"Front-line regional process improvement","Moore, Stevens and Fowler Trust",42763.77,30544.66,2024-01-26,2024-04-24,Denied
GR-F635333-BR8,"Front-line zero administration workforce","Bradford, Gregory and Dominguez Federation",64041.00,36745.78,2023-03-08,2024-10-10,Pending
GR-F635344-SH6,"Fundamental fault-tolerant website","Shaw-Lin Trust",11556.41,7098.29,2022-04-06,2024-08-16,Denied
GR-F644269-JO8,"Fundamental needs-based capability","Johnson-Rhodes Institute",75457.29,48805.01,2022-10-08,2025-02-07,Denied
GR-F644455-RU7,"Face-to-face analyzing extranet","Ruiz-Bates Federation",41770.51,34522.46,2022-07-27,2024-08-14,Approved
GR-F644973-HA1,"Fundamental leadingedge interface","Hamilton Group Foundation",23668.16,17568.56,2023-02-01,2024-05-10,Approved
GR-F648223-JE5,"Face-to-face eco-centric groupware","Jennings, Hamilton and Lewis Endowment",99413.27,82660.95,2022-08-05,2024-10-19,Denied
GR-F654926-CU0,"Front-line web-enabled standardization","Curry Inc Institute",57781.00,43702.32,2022-06-20,2024-10-27,Denied
GR-F657396-DU0,"Function-based actuating budgetary management","Dunn-Davis Trust",50914.88,29677.31,2022-09-30,2025-01-02,Denied
GR-F659258-MC3,"Fully-configurable user-facing conglomeration","Mclaughlin, Stevens and Gonzales Trust",55041.64,37863.50,2023-08-23,2025-02-14,Approved
GR-F665691-PE7,"Fundamental radical protocol","Peters LLC Fund",43867.06,25249.91,2023-09-27,2024-05-22,Pending
GR-F669216-CA4,"Fundamental 24/7 solution","Carr PLC Federation",24312.78,12714.83,2024-01-24,2024-09-16,Pending
GR-F674163-TU2,"Fully-configurable scalable synergy","Turner-Alvarez Fund",82987.27,57955.43,2023-09-12,2025-01-17,Approved
GR-F674918-CO4,"Future-proofed static policy","Copeland-Moreno Endowment",12328.81,7789.08,2024-02-24,2024-04-20,Denied
GR-F675337-OB7,"Front-line next generation encoding","Obrien, Herrera and Payne Federation",14102.02,11537.39,2023-05-07,2024-06-09,Approved
GR-F677794-WI8,"Function-based 6thgeneration groupware","Williams-Walters Foundation",94546.98,60870.69,2023-08-08,2024-07-09,Denied
GR-F681510-JO4,"Face-to-face high-level extranet","Jordan, Barnett and Schwartz Foundation",26128.20,17750.94,2024-03-14,2025-03-23,Pending
GR-F685226-CA2,"Fully-configurable clear-thinking utilization","Castro, Schroeder and Knight Trust",13382.61,9064.64,2024-02-22,2024-08-20,Pending
GR-F695749-GA0,"Fully-configurable uniform hardware","Galloway LLC Foundation",87713.14,59185.93,2024-01-30,2024-08-06,Pending
GR-F726450-HE6,"Front-line zero-defect challenge","Hernandez-Bowman Council",37614.01,29631.78,2024-01-26,2024-12-13,Pending
GR-F732473-LE8,"Fully-configurable disintermediate extranet","Leblanc, Gordon and Ramirez Federation",34739.23,26119.08,2022-08-18,2024-06-14,Denied
GR-F737863-LE9,"Front-line national matrices","Lee, Baird and Gregory Endowment",91201.85,49116.90,2023-12-09,2025-02-26,Approved
GR-F745577-WR4,"Function-based fresh-thinking data-warehouse","Wright Ltd Foundation",30893.33,22050.93,2023-03-04,2024-05-18,Denied
GR-F751949-CA1,"Future-proofed modular utilization","Cantu-Deleon Council",58158.88,41018.86,2023-02-11,2024-09-09,Denied
GR-F763148-SU9,"Fully-configurable intermediate model","Summers-Soto Trust",97936.81,64688.16,2023-01-09,2024-09-30,Pending
GR-F767725-GU2,"Function-based holistic knowledgebase","Gutierrez, Tran and Richardson Trust",53171.97,47468.84,2022-12-12,2024-06-19,Pending
GR-F777956-EL8,"Fully-configurable disintermediate database","Ellis, Kane and Rogers Council",56929.86,40165.11,2023-09-18,2024-10-24,Denied
GR-F795143-RO7,"Future-proofed mission-critical synergy","Rogers Group Endowment",41755.07,37072.29,2023-11-27,2024-12-06,Pending
GR-F799320-CA6,"Fundamental hybrid implementation","Cameron-West Foundation",75780.60,62248.15,2023-10-16,2025-03-18,Approved
GR-F803439-KE8,"Function-based actuating framework","Kelly-Castillo Institute",35825.45,30251.52,2023-12-18,2025-01-04,Approved
GR-F815862-RO2,"Fully-configurable fresh-thinking budgetary management","Rodriguez and Sons Council",34477.55,20415.11,2023-05-02,2024-09-02,Approved
GR-F819349-BA0,"Focused tertiary toolset","Ball, Powell and Humphrey Endowment",83661.35,72474.25,2023-06-10,2024-05-20,Approved
GR-F821411-RO1,"Focused holistic process improvement","Rodriguez, Gomez and Berry Endowment",62352.35,41271.44,2022-04-11,2025-01-30,Approved
GR-F828138-CO3,"Front-line transitional secured line","Combs Group Trust",21629.57,15346.26,2023-03-03,2024-09-12,Pending
GR-F835009-HE2,"Focused non-volatile definition","Heath and Sons Federation",51569.90,45752.24,2023-11-22,2025-02-21,Pending
GR-F839108-HE6,"Front-line discrete circuit","Hernandez PLC Trust",28663.07,18699.22,2023-01-26,2024-05-21,Denied
GR-F843098-MA4,"Face-to-face impactful throughput","Martin and Sons Council",34167.92,21876.29,2023-05-24,2024-10-29,Approved
GR-F843826-BU5,"Fundamental fresh-thinking complexity","Bullock LLC Institute",43523.97,22172.36,2023-12-15,2024-08-02,Denied
GR-F844925-WA0,"Focused context-sensitive array","Wagner, Randolph and Dominguez Foundation",99791.42,69077.75,2023-09-20,2025-02-16,Denied
GR-F861188-CL4,"Future-proofed responsive matrices","Clark-Gomez Federation",20780.31,17752.66,2023-01-14,2024-10-09,Approved
GR-F862352-WA1,"Focused interactive open system","Washington-Love Trust",94076.56,82267.36,2023-09-21,2024-06-21,Pending
GR-F862356-BA3,"Face-to-face contextually-based portal","Barker, Esparza and Rowe Trust",57432.90,39497.55,2024-02-23,2024-05-21,Approved
GR-F865616-BR1,"Fundamental mobile array","Brown-Little Institute",43158.49,28195.67,2022-10-01,2024-06-22,Denied
GR-F873805-HA1,"Fully-configurable secondary capability","Harris, Smith and Lopez Institute",14757.48,8939.76,2022-09-01,2025-02-04,Pending
GR-F879202-JO9,"Fundamental context-sensitive system engine","Jones-Cox Foundation",98442.29,87897.65,2022-12-19,2024-09-14,Denied
GR-F884360-VA4,"Future-proofed interactive definition","Vaughan-Griffin Institute",67480.67,59144.06,2023-08-24,2025-03-13,Approved
